station_name,station_code,state,railway_zone_code,latitude,longitude,is_junction,route_count,station_count_in_state
ARJANSAR,AS,Rajasthan,NWR,28.933796,73.87196899999999,True,4,645.0
ASIFABAD ROAD,ASAF,Telangana,,19.256682,79.416719,True,2,150.0
ASAN,ASAN,Haryana,NR,29.40129,76.882594,False,0,201.0
ASRA HALT,ASAR,Uttar Pradesh,,29.2497607742,77.29144328,False,0,1205.0
ASANBONI,ASB,Jharkhand,,22.712394,86.313908,False,0,270.0
ATHSARAI,ASCE,Uttar Pradesh,,25.678728805,81.2620300824,False,0,1205.0
ASAUDAH,ASE,Haryana,NR,28.73653776,76.85877285,False,0,201.0
AISHBAGH,ASH,Uttar Pradesh,,26.8373880081,80.90960679930001,True,5,1205.0
Arseni,ASI,Uttar Pradesh,NR,27.243104,80.39386,False,0,1205.0
AMAR SAHEED JAGDEV P HALT,ASJP,Bihar,,25.560087000000003,84.409699,False,0,711.0
ARSIKERE JN,ASK,Karnataka,SWR,13.314425,76.2520848,True,62,416.0
ASHOK NAGAR,ASKN,Madhya Pradesh,,24.58015,77.726725,True,28,614.0
ASLAODA,ASL,Madhya Pradesh,,23.231264309,75.60816015629999,True,3,614.0
Aslu,ASLU,Rajasthan,NWR,28.368988,75.07484199999999,False,0,645.0
Asarma,ASM,Gujarat,WR,21.458933,73.0643576,False,0,633.0
ASANSOL JN,ASN,West Bengal,,23.691441,86.975152,True,190,713.0
ASANSOL EAST,ASNE,West Bengal,,23.686432,86.991176,False,0,713.0
ASANGAON,ASO,Maharashtra,,19.439278,73.307859,False,0,754.0
ASPARI,ASP,Andhra Pradesh,,15.454804,77.356253,False,0,574.0
AMRITSAR JN,ASR,Punjab,,31.631511999999997,74.858025,True,82,297.0
AISHBAGH,ASSH,Uttar Pradesh,,26.836088,80.908616,False,0,1205.0
ASAOTI,AST,Haryana,,28.250878,77.323569,True,5,201.0
Astegaon,ASTG,Maharashtra,,21.296402,77.927221,False,0,754.0
ASARVA JN,ASV,Gujarat,WR,23.043981,72.612937,True,2,633.0
ASNOTI,AT,Karnataka,KR,14.876286,74.147683,True,2,416.0
ATA,ATA,Uttar Pradesh,,26.0445422657,79.5991430011,False,0,1205.0
Alattambadi,ATB,Tamil Nadu,SR,10.6051907,79.640233,False,0,557.0
ARTS COLLEGE,ATC,Telangana,,17.418129999999998,78.51966499999999,False,0,150.0
Atladara,ATDA,Gujarat,WR,,,False,0,633.0
ATARRA,ATE,Uttar Pradesh,NCR,25.291367,80.576491,True,19,1205.0
ATGAON,ATG,Maharashtra,,19.5031813038,73.3276912396,False,0,754.0
ANTAH,ATH,Rajasthan,WCR,25.1611771,76.3072684,True,8,645.0
Atwa Kursath,ATKS,Uttar Pradesh,NR,27.134570267199997,80.2672099268,False,0,1205.0
ATHMAL GOLA,ATL,Bihar,,25.4530149778,85.6213724115,True,18,711.0
ALTAGRAM,ATM,West Bengal,,26.608131,88.946682,False,0,713.0
AITHAL,ATMO,Uttarakhand,NR,29.8079295893,78.0436230264,True,8,46.0
AWATAR NAGAR,ATNR,Bihar,,25.764396,84.956774,True,2,711.0
ANANTAPUR,ATP,Andhra Pradesh,,14.686478,77.59531199999999,True,76,574.0
Arantangi,ATQ,Tamil Nadu,SR,10.16446905696374,78.99684813804924,False,0,557.0
Attar,ATR,Madhya Pradesh,WR,21.998734,76.204918,True,4,614.0
ATRAURA,ATRR,Uttar Pradesh,NER,25.316112,82.314016,False,0,1205.0
ATRU,ATRU,Rajasthan,WCR,24.8821354,76.6702185,True,4,645.0
ATTABIRA,ATS,Odisha,,21.388039,83.792637,True,6,235.0
ATARI,ATT,Punjab,NR,31.594934,74.607241,True,2,297.0
ATTUR,ATU,Tamil Nadu,,11.594788,78.592092,True,6,557.0
ATUL,ATUL,Gujarat,WR,20.544593354,72.9271335858,True,2,633.0
Atwa Muthia Halt,ATW,Uttar Pradesh,NR,27.27399,80.415479,False,0,1205.0
Alinagar Tola,ATX,Bihar,ECR,,,False,0,711.0
ALUABARI ROAD,AUB,West Bengal,,26.269681,88.18561000000001,True,24,713.0
ANUGRAHA NARAYAN ROAD,AUBR,Bihar,,24.8559556,84.3298444,True,35,711.0
Aurahi,AUI,Bihar,ECR,25.823021,87.135054,False,0,711.0
AGSAULI,AUL,Uttar Pradesh,,27.705677,78.44455300000001,False,0,1205.0
Aurang Nagar,AUN,Haryana,,29.043935,75.974542,False,0,201.0
AUNG,AUNG,Uttar Pradesh,,26.16423,80.544495,False,0,1205.0
ATRAULI ROAD,AUR,Uttar Pradesh,NR,28.0971879576,78.2201080066,False,0,1205.0
Anupshahr,AUS,Rajasthan,NWR,28.947951113517377,75.21122979931533,False,0,645.0
AUWA,AUWA,Rajasthan,NWR,25.665207,73.564613,True,2,645.0
ASVALI,AV,Maharashtra,,19.817371,73.751085,False,0,754.0
AMRAVATHI COLONY,AVC,Karnataka,,14.498219,75.854093,False,0,416.0
AVADI,AVD,Tamil Nadu,,13.118247,80.10051800000001,True,3,557.0
Aravankadu,AVK,Tamil Nadu,SR,11.359124,76.769203,True,4,557.0
AMRITVEL,AVL,Gujarat,WR,21.077372,71.679671,False,0,633.0
ARAVALLI,AVLI,Andhra Pradesh,SCR,16.620491,81.599095,False,0,574.0
ANAVARDIKHANPET,AVN,Tamil Nadu,,13.05050406,79.56735042999999,True,2,557.0
Abhanpur Junction,AVP,Chhattisgarh,SECR,21.052203,81.74489899999999,False,0,162.0
ARAVALI ROAD,AVRD,Maharashtra,KR,17.316531,73.53816,True,6,754.0
Auvaneeswaram,AVS,Kerala,SR,9.036513,76.852807,True,2,183.0
Avati,AVT,Karnataka,SWR,13.299092,77.72667899999999,False,0,416.0
AURANGABAD,AWB,Maharashtra,SCR,19.859276,75.31064599999999,True,50,754.0
Awa Garh,AWG,Uttar Pradesh,NCR,27.464247,78.47340000000001,False,0,1205.0
Alewahi,AWH,Maharashtra,SECR,20.38793,79.71014699999999,False,0,754.0
ALAWALPUR,AWL,Punjab,NR,31.425164,75.642236,False,0,297.0
Aswapuram,AWM,Andhra Pradesh,SCR,17.821267000000002,80.80126,True,2,574.0
AGHWANPUR,AWP,Uttar Pradesh,,28.939542,78.702865,False,0,1205.0
AWAPUR,AWPR,Bihar,,26.508916000000003,85.652916,False,0,711.0
ALWAR,AWR,Rajasthan,NWR,27.559273,76.62126500000001,True,60,645.0
ASWANI HALT,AWS,Bihar,ECR,27.15958,84.051843,False,0,711.0
Alwar Tirunagri,AWT,Tamil Nadu,SR,8.602296,77.941809,False,0,557.0
ALUVA,AWY,Kerala,,10.108163,76.356508,True,121,183.0
AMARSAR,AXA,Gujarat,WR,22.585991,70.91711000000001,True,2,633.0
ASOKHAR,AXK,Madhya Pradesh,NCR,26.525539,78.55585400000001,True,2,614.0
ALLURU ROAD,AXR,Andhra Pradesh,,14.710541,79.989036,False,1,574.0
AYODHYA,AY,Uttar Pradesh,,26.787784,82.200604,True,42,1205.0
Aliyabad,AYB,Karnataka,SWR,16.878268000000002,75.758306,False,1,416.0
AYANDUR,AYD,Tamil Nadu,,11.966732,79.34081,False,0,557.0
Ayingudi,AYI,Tamil Nadu,SR,10.2171423,79.0921032,False,0,557.0
ADIYAKKAMANGALAM,AYM,Tamil Nadu,SR,10.756748,79.68058,False,0,557.0
AIYANAPURAM,AYN,Tamil Nadu,SR,10.788547,78.929033,False,0,557.0
AYYALUR,AYR,Tamil Nadu,,10.483391,78.157049,False,0,557.0
AKSHAYWAT RAI NAGAR,AYRN,Bihar,ECR,25.688767621,85.31541102290001,True,4,711.0
ABHAYAPURI ASSAM,AYU,Assam,NFR,26.356599,90.641696,False,0,278.0
AZIMGANJ JN,AZ,West Bengal,ER,24.219053,88.256764,True,29,713.0
AZARA,AZA,Assam,NFR,26.09934,91.613927,False,0,278.0
AYYAMPET,AZP,Tamil Nadu,SR,10.896267,79.206701,False,0,557.0
AZAMNAGAR ROAD,AZR,Bihar,,25.5555556424,87.8523278357,True,14,711.0
BANDRA,BA,Maharashtra,WR,19.05445443,72.84045439,False,0,754.0
Barala,BAA,West Bengal,ER,24.300532,88.039851,False,0,713.0
Bandar P.H.,BAAR,West Bengal,?,22.052122,88.086816,False,0,713.0
BABINA,BAB,Uttar Pradesh,,25.237832,78.451748,True,24,1205.0
BALANAGAR,BABR,Telangana,,16.947622000000003,78.188891,True,2,150.0
BAAD,BAD,Uttar Pradesh,,27.3959406,77.68965184,False,0,1205.0
BARKA,BADK,Uttar Pradesh,NR,29.0725646906,77.2733021582,False,0,1205.0
Bhader,BADR,Gujarat,WR,21.36507,70.928979,False,0,633.0
BALIAKHERI,BAE,Uttar Pradesh,,29.9285,77.63368,True,2,1205.0
Bap,BAF,Rajasthan,?,27.2881821763,72.32740791990001,False,0,645.0
Bhagega,BAGA,Rajasthan,NWR,27.67720995,75.72088996,False,0,645.0
BAGWADA,BAGD,Gujarat,,20.43948,72.916866,True,2,633.0
Barharagani,BAGJ,Uttar Pradesh,,26.921354215,83.9195740283,False,0,1205.0
BARAGOPAL,BAGL,Bihar,,25.765088,84.906765,True,2,711.0
BHABHAR,BAH,Gujarat,WR,24.06528,71.615774,False,0,633.0
Balenahalli,BAHI,Karnataka,SWR,14.250321,76.56637599999999,True,2,416.0
BABHABGAON HALT,BAHN,Bihar,,25.4483399037,87.8098941528,False,0,711.0
Band Hamirpur,BAHP,Uttar Pradesh,NR,26.32975,80.744382,False,0,1205.0
Bahir Khanda,BAHW,West Bengal,ER,22.851949,88.071068,False,0,713.0
BASSI,BAI,Rajasthan,,26.840617,76.047213,True,2,645.0
Bhalej,BAJ,Gujarat,WR,22.63303,73.034499,False,0,633.0
Bajakare Halt,BAJE,Karnataka,SWR,12.720476,75.508955,False,0,416.0
BAJANA,BAJN,Gujarat,,23.10173524,71.77207677000001,False,0,633.0
BHAN KARI,BAK,Rajasthan,,26.962546794,76.4094554639,True,2,645.0
Banka,BAKA,Bihar,?,24.8659010332,86.91169348999999,True,2,711.0
BAKAL,BAKL,Chhattisgarh,,21.123637,80.940946,False,0,162.0
Barhara Kothi,BAKT,Bihar,ECR,25.776942,87.09631900000001,False,0,711.0
BUDALUR,BAL,Tamil Nadu,SR,10.782843000000002,78.981443,True,8,557.0
BALE,BALE,Maharashtra,,17.676185604199997,75.8450861792,True,2,754.0
Bhaili,BALI,Gujarat,WR,22.266245011489417,73.1319768447429,False,0,633.0
BAITALPUR,BALR,Uttar Pradesh,,26.5526634,83.7385572,True,2,1205.0
BALUGAON,BALU,Odisha,,19.747366,85.200953,True,62,235.0
BRAHMAPUR,BAM,Odisha,,19.2961348,84.7966912,True,119,235.0
BIRAMBAD,BAMA,Rajasthan,NCR,26.922783000000003,77.32494000000001,True,2,645.0
BAMUR,BAMR,Odisha,,21.006738,84.475865,True,2,235.0
BANASWADI,BAND,Karnataka,,13.00573,77.628196,True,37,416.0
BASNI,BANE,Rajasthan,NWR,26.222963,73.010639,True,4,645.0
BANI,BANI,Uttar Pradesh,,26.227487999999997,81.620936,True,4,1205.0
BHATANGLI,BANL,Maharashtra,?,18.446007,76.678145,False,0,754.0
BANO,BANO,Odisha,,22.6647837973,84.90298541140001,True,8,235.0
Bhaner,BANR,Gujarat,,22.879185725,72.9756196179,False,0,633.0
BANMOR,BAO,Madhya Pradesh,,26.355565,78.0989272,True,3,614.0
BAOLI,BAOL,Uttar Pradesh,NR,29.140457035199997,77.278015354,False,0,1205.0
BELAPUR,BAP,Maharashtra,,19.619569311800003,74.6617443079,True,42,754.0
BARAIPURA HALT,BAPN,Bihar,,25.7394205815,86.1373006799,False,0,711.0
BALLUPUR,BAPR,Uttar Pradesh,,27.5865985855,79.1451478125,False,0,1205.0
GANJ BASODA,BAQ,Madhya Pradesh,,23.845347,77.944826,True,47,614.0
BAR,BAR,Rajasthan,NWR,26.063048,74.113189,True,2,645.0
DUVRI KALAN,BARD,Madhya Pradesh,WCR,23.994181,81.507968,False,0,614.0
BARH,BARH,Bihar,,25.46165,85.70942600000001,True,60,711.0
Bari,BARI,Rajasthan,NCR,26.65005846,77.61817468,False,0,645.0
BHARATGARH,BARJ,Punjab,,31.1104617696,76.59140316889999,False,0,297.0
Baral,BARL,Uttar Pradesh,NR,28.494092,77.80997500000001,True,3,1205.0
BARANAGAR ROAD,BARN,West Bengal,,22.6530928,88.37831077,False,0,713.0
Barsana,BARS,Rajasthan,,27.443263,77.15025299999999,False,0,645.0
Baharu,BARU,West Bengal,ER,22.205278,88.44446,False,0,713.0
Banosa,BASA,Maharashtra,CR,20.9221016,77.3261342,False,0,754.0
BHAINSWAN,BASN,Haryana,NR,29.094392,76.680769,False,0,201.0
Batala Junction,BAT,Punjab,NR,31.8214816,75.1944316,True,9,297.0
BAIHATOLA,BATL,Madhya Pradesh,SECR,23.231204,82.05862,True,12,614.0
Batala Sugar Mills,BATM,Punjab,,31.856906,75.228493,False,0,297.0
Bhatsar,BATS,Gujarat,WR,,,False,0,633.0
BURHANPUR,BAU,Madhya Pradesh,CR,21.3343976,76.1986787,True,54,614.0
BARUVA,BAV,Andhra Pradesh,,18.900748,84.554233,False,0,574.0
CHIK BANAVAR,BAW,Karnataka,SWR,13.073539,77.50634099999999,True,5,416.0
Balwara,BAWA,Rajasthan,NWR,25.5031445488,72.5545000909,False,0,645.0
BHADWAD,BAWD,Maharashtra,,21.32315915,74.09831697,False,0,754.0
BELLARY JN,BAY,Karnataka,SWR,15.145135,76.921995,True,31,416.0
Beyad,BAYD,Gujarat,WR,23.216364,73.20732600000001,False,0,633.0
BARAN,BAZ,Rajasthan,WCR,25.0967701,76.50512839999999,True,18,645.0
BABRALA,BBA,Uttar Pradesh,NR,28.2664932,78.4034137,True,4,1205.0
BAIDYABATI,BBAE,West Bengal,,22.79549199,88.33203765,False,0,713.0
BHADBHUNJA,BBAI,Gujarat,,21.166264,73.693754,True,5,633.0
BARA,BBAR,Madhya Pradesh,WCR,24.001215,81.21186200000001,False,0,614.0
Bhachhbar,BBC,Rajasthan,NWR,25.73181,71.044404,False,0,645.0
BABLAD,BBD,Karnataka,,17.337569,76.779259,False,0,416.0
BARBENDA (RNC DIVISION),BBDA,West Bengal,,23.420983,86.110242,False,0,713.0
BENOY BADAL DINESH GARDENS,BBDB,West Bengal,,22.577047,88.34685800000001,False,0,713.0
BABARPUR,BBDE,Haryana,,29.449652,76.966178,False,0,201.0
BAGHI BARDIHA,BBE,Bihar,ECR,24.953077,85.623332,False,0,711.0
Barua Bamungaon,BBGN,Assam,NFR,26.662157,93.944693,True,2,278.0
Bela Bela,BBHL,Uttar Pradesh,,26.137192375,81.2487596802,False,0,1205.0
Barabar Halt,BBHT,Bihar,?,25.0558596095,84.9743682056,False,0,711.0
Babaganj,BBJ,Uttar Pradesh,NER,27.96429,81.568611,False,0,1205.0
BARABANKI JN,BBK,Uttar Pradesh,,26.935335,81.18104,True,78,1205.0
BABA BAKALARAYA,BBKR,Punjab,,31.541835000000003,75.238827,False,0,297.0
BALRAI,BBL,Uttar Pradesh,,26.9205023929,78.8237102228,False,0,1205.0
Bhyabla Halt,BBLA,West Bengal,ER,22.654259999999997,88.854932,False,0,713.0
B L DASPURI,BBLK,Uttar Pradesh,NCR,27.3169993559,79.36351860779999,False,0,1205.0
BARABHUM,BBM,West Bengal,,23.0912864,86.2112372,True,17,713.0
BARI BRAHMAN,BBMN,Jammu and Kashmir,NR,32.63896,74.916171,True,8,16.0
Barbil,BBN,Odisha,SER,22.104577,85.36905800000001,True,6,235.0
BABUGARH,BBO,Uttar Pradesh,,28.747393,77.855523,False,1,1205.0
BALABHADRAPURAM,BBPM,Andhra Pradesh,,16.96580143,82.00037565999999,True,2,574.0
BABUPUR,BBPR,Uttar Pradesh,,27.349971,81.070314,False,0,1205.0
BASIN BRIDGE JN,BBQ,Tamil Nadu,,13.102361,80.27122100000001,False,0,557.0
BAGH BAZAR,BBR,West Bengal,,22.60512587,88.36524556,False,0,713.0
Bbra,BBRA,Andhra Pradesh,,16.549141,81.53283,False,0,574.0
BABA BHAGWAN RAM HALT,BBRM,Uttar Pradesh,,25.3158876718,83.0384061804,False,0,1205.0
BHUBANESWAR,BBS,Odisha,,20.265388,85.84259499999999,True,209,235.0
BABA SODHAL NAGAR,BBSL,Punjab,,31.3530203474,75.5648681348,False,0,297.0
BHUBANESWAR NEW,BBSN,Odisha,,20.382175,85.83518699999999,False,0,235.0
Birati,BBT,West Bengal,ER,22.66472,88.42761300000001,False,0,713.0
BARBATPUR,BBTR,Madhya Pradesh,,22.197033,77.920758,True,4,614.0
BHABUA ROAD,BBU,Bihar,,25.173007,83.618913,True,55,711.0
BABHULGOAN,BBV,Maharashtra,CR,17.778326000000003,75.383427,False,0,754.0
BODARWAR,BBW,Uttar Pradesh,NER,26.8780004923,83.6381910315,False,0,1205.0
BHADROLI,BBY,Madhya Pradesh,NCR,26.30595,78.181356,True,2,614.0
BAREILLY CITY,BC,Uttar Pradesh,,28.3556564,79.403718,True,4,1205.0
BACHWARA JN,BCA,Bihar,,25.5812576,85.90014240000001,True,15,711.0
Bhowra Junction,BCB,Jharkhand,SER,23.67077,86.417009,False,0,270.0
BANSDIH ROAD,BCD,Bihar,,25.8115832,84.215238,False,0,711.0
Bankapasi,BCF,West Bengal,ER,23.5704001,88.0372191,False,0,713.0
BAINCHIGRAM,BCGM,West Bengal,,23.10588031,88.21629817,False,0,713.0
BERCHHA,BCH,Madhya Pradesh,,23.2824808,76.33419289999999,True,43,614.0
Bacheli,BCHL,Chhattisgarh,ECoR,18.703461,81.238534,True,2,162.0
Bochasan Junction,BCHN,Gujarat,WR,22.402073,72.847673,False,0,633.0
Bachar,BCHR,Gujarat,WR,,,False,0,633.0
BAGAHABISHUNPUR,BCJ,Bihar,,24.811468,84.204658,False,0,711.0
BALICHAK,BCK,West Bengal,,22.35818589,87.55335416,True,4,713.0
Buranpudi,BCM,Bihar,ECR,,,False,0,711.0
BACHHRAWAN,BCN,Uttar Pradesh,,26.4773211,81.10545649999999,True,27,1205.0
BHACHAU BG,BCOB,Gujarat,,23.301391,70.34497200000001,True,26,633.0
BICHPURI,BCP,Uttar Pradesh,,27.176397,77.91435,False,0,1205.0
BACHHARPUR HALT,BCPR,Bihar,,26.4946286292,85.66252866580001,False,0,711.0
BARACHAK,BCQ,West Bengal,,23.706726,86.92813299999999,True,4,713.0
Barchi Road,BCRD,Madhya Pradesh,CR,21.951502,78.311632,True,3,614.0
Mumbai Central,BCT,Maharashtra,WR,18.970667,72.819383,True,43,754.0
BHUCHCHU,BCU,Punjab,NR,30.209881999999997,75.0951862,True,8,297.0
VARANASI CITY,BCY,Uttar Pradesh,NER,25.3341176,83.0141142,True,27,1205.0
BUDHDEVCHAK Y NAGAR,BCYN,Bihar,,25.4968269712,85.3313080389,False,0,711.0
BADNERA JN,BD,Maharashtra,,20.8567925,77.73231969999999,True,91,754.0
VADODARA C CABIN,BDA,Gujarat,,22.318357,73.17783,False,0,633.0
BONIDANGA,BDAG,West Bengal,,24.82345158,87.81052581,False,1,713.0
Badabandha Road,BDBA,Orissa,ECoR,20.276721,86.519951,False,0,65.0
Badhai Balamgarh Halt,BDBG,Punjab,NR,30.459894,74.460168,False,0,297.0
BASUDEBPUR,BDBP,Bihar,ER,24.6355270351,87.98253549799999,False,0,711.0
BINDUBASINI HAL,BDBS,West Bengal,,24.792848,87.859263,False,0,713.0
BANDEL JN,BDC,West Bengal,,22.9236565,88.3793623,True,90,713.0
Bhadrachalam Road,BDCR,Andhra Pradesh,SCR,17.550365,80.616024,True,6,574.0
BADODAR,BDDR,Gujarat,WR,21.361073,70.295846,True,2,633.0
Bodeli,BDE,Gujarat,WR,22.2701906,73.71657979999999,False,0,633.0
BADANAGUPPE,BDGP,Karnataka,SWR,11.990316,76.861228,False,0,416.0
BHEDIA,BDH,West Bengal,,23.586642,87.711813,True,4,713.0
BADHADA,BDHA,Gujarat,WR,21.2703,71.33741400000001,False,0,633.0
Badhal,BDHL,Rajasthan,NWR,27.2520587,75.4516454,False,0,645.0
Bodhan,BDHN,Andhra Pradesh,SCR,18.645933,77.8881657,False,0,574.0
BHUDPUR,BDHP,Uttar Pradesh,NR,29.218093878,77.29116829590001,False,0,1205.0
Bardi Halt,BDHT,Madhya Pradesh,SECR,21.621177,78.822411,False,1,614.0
BUDHI,BDHY,Jammu and Kashmir,NR,32.440429,75.432931,True,2,16.0
BHADLI,BDI,Maharashtra,,21.0236632507,75.672912326,True,6,754.0
BHADAIYAN,BDIN,Uttar Pradesh,,26.171113,82.169148,False,0,1205.0
VADAKARA,BDJ,Kerala,SR,11.5933214,75.5869409,True,50,183.0
BHADORA JAGIR,BDJR,Madhya Pradesh,,24.786919,77.41188299999999,False,0,614.0
BEDAG,BDK,Maharashtra,,16.823512,74.756723,False,0,754.0
Bhadsivni,BDKE,Maharashtra,CR,20.5509746,77.4527028,False,0,754.0
BANDHUA KALAN,BDKN,Uttar Pradesh,,26.271965,81.99539200000001,False,0,1205.0
Badakhandita,BDKT,Orissa,ECoR,20.3654487,86.08383554000001,False,0,65.0
VINDHYACHAL,BDL,Uttar Pradesh,,25.1607717,82.5020212,True,49,1205.0
BONIDANGA LINK CABIN,BDLC,West Bengal,,24.822167,87.798331,False,0,713.0
BADAMI,BDM,Karnataka,SWR,15.958918,75.6767002,True,12,416.0
Budhma,BDMA,Bihar,ECR,25.902768,86.85700899999999,False,0,711.0
Baidyanathdham Deoghar,BDME,Jharkhand,ER,24.4892623,86.6920701,False,0,270.0
BHODWAL MAJRI,BDMJ,Haryana,,29.1852092,77.0082364,False,0,201.0
BHADAN,BDN,Uttar Pradesh,,26.9793918,78.73749459999999,True,2,1205.0
BIDANPUR,BDNP,Uttar Pradesh,,25.585017,81.44201699999999,False,1,1205.0
Bahalda Road,BDO,Orissa,SER,22.441687,86.1643225,False,0,65.0
Badalpur Ph,BDPA,West Bengal,?,21.710487,87.616227,False,0,713.0
BADA PADAGAON,BDPG,Odisha,,20.57058831,85.87382799,False,0,235.0
BURHAPANKA,BDPK,Odisha,,20.85315668,85.25582286000001,False,0,235.0
BANDARUPALLE,BDPL,Andhra Pradesh,,16.3655265,80.36280020000001,True,2,574.0
BUDORA,BDQ,Jharkhand,,23.7785572386,86.23544766479999,False,0,270.0
BYADARAHALLI,BDRL,Karnataka,SWR,12.5019534049,76.7520832336,True,4,416.0
Bhadran,BDRN,Gujarat,WR,22.3568501,72.8915128,False,0,633.0
Budhsinghwala,BDSW,Rajasthan,NWR,29.831708406844584,74.22266067937016,False,0,645.0
BORDUBI ROAD,BDT,Assam,NFR,27.399181,95.314595,False,0,278.0
MUMBAI BANDRA TERMINUS,BDTS,Maharashtra,WR,19.061911,72.840535,True,81,754.0
BADNAPUR,BDU,Maharashtra,SCR,19.873979,75.722483,True,8,754.0
BASUDEOPUR CHANDAIL HALT,BDUA,Bihar,,25.6487380699,85.5426915326,False,0,711.0
BADANAVALU,BDV,Karnataka,SWR,12.075565500000002,76.74904447,False,0,416.0
BUDVEL,BDVL,Telangana,,17.3093773,78.4245182,True,3,150.0
Bodavara,BDVR,Andhra Pradesh,,18.175095,83.112494,True,2,574.0
Bhadravati,BDVT,Karnataka,SWR,13.8424287,75.702832,True,10,416.0
BANDANWARA,BDW,Rajasthan,NWR,26.1253008,74.6913786,True,3,645.0
BADHWA BARA,BDWA,Madhya Pradesh,,23.2939334,81.28636818000001,True,5,614.0
BODWAD,BDWD,Maharashtra,,20.9035827,76.017046,True,11,754.0
BIRADHWAL,BDWL,Rajasthan,NWR,29.1741168151,73.896516228,True,6,645.0
BADARWAS,BDWS,Madhya Pradesh,WCR,24.98333982,77.56182792,True,4,614.0
BDX,BDX,,,,,False,0,
BASAI DHANKOT,BDXT,Haryana,NR,28.464735,76.983187,False,0,201.0
Bade Arapur,BDXX,Chhattisgarh,ECoR,19.011494000000003,81.837917,True,2,162.0
BUDDIREDDIPPATI,BDY,Tamil Nadu,,12.04465861,78.3127518,True,2,557.0
BDYD,BDYD,,,,,False,0,
BINDAYAKA,BDYK,Rajasthan,,26.924224,75.659572,True,2,645.0
Bidyadharpur,BDYP,West Bengal,ER,22.425122,88.452872,False,0,713.0
Bidyadabri,BDYR,West Bengal,,26.271855,89.767506,False,0,713.0
Badkulla,BDZ,West Bengal,ER,23.3046657,88.526557,True,4,713.0
BAREILLY,BE,Uttar Pradesh,,28.3371543,79.4108444,True,162,1205.0
BIHIYA,BEA,Bihar,,25.558893,84.448984,True,24,711.0
BEAS,BEAS,Punjab,,31.5193738,75.2908085,True,78,297.0
Beldanga,BEB,West Bengal,ER,23.9320594,88.2429681,True,10,713.0
BERACH JN CABIN,BEC,Rajasthan,,24.896441999999997,74.61523199999999,False,0,645.0
Bikaner East,BECN,Rajasthan,,27.972495,73.368894,False,0,645.0
Baseri,BED,Uttar Pradesh,NCR,26.74699159,77.54301509999999,False,0,1205.0
Bedham,BEDM,Rajasthan,NCR,27.453929,77.209461,False,0,645.0
Bebejia,BEE,Assam,NFR,26.310185,92.640956,False,0,278.0
BHUPDEOPUR,BEF,Chhattisgarh,,21.97503504,83.25998102000001,True,4,162.0
BEHTAGOKUL,BEG,Uttar Pradesh,,27.5304336,80.054854,True,2,1205.0
BAGDIHI,BEH,Odisha,,21.951046,84.18631,True,12,235.0
Behj,BEHJ,Uttar Pradesh,,27.481951,77.396587,False,0,1205.0
BEOHARI,BEHR,Madhya Pradesh,WCR,24.0002687,81.3797154,True,8,614.0
Bihar Sharif,BEHS,Bihar,ECR,25.206116,85.5390747,True,7,711.0
BIHAT HALT,BEHT,Bihar,,25.4497699558,86.0334555469,False,0,711.0
Shimoga Bidare,BEI,Karnataka,,13.9025358525,75.64768061160001,False,0,416.0
Beniganj,BEJ,Uttar Pradesh,NR,27.299916,80.440599,False,0,1205.0
BUNDKI,BEK,Uttar Pradesh,,29.522577,78.3932854,False,1,1205.0
Bela,BELA,Bihar,ECR,24.97843,84.981353,True,6,711.0
BELKHERA,BELD,Madhya Pradesh,WCR,22.981891,79.299879,False,0,614.0
BELG,BELG,,,,,False,0,
Bela Halt,BELT,Bihar,,25.0382570525,86.99825916260001,False,0,711.0
Budaun,BEM,Uttar Pradesh,NER,28.0274922,79.1360237,False,0,1205.0
BEML Nagar,BEML,Karnataka,SWR,12.9786413,78.24197815000001,False,0,416.0
BENL,BENL,Karnataka,SWR,16.384407,75.882249,False,0,416.0
BIROHE,BEO,Uttar Pradesh,,25.173789,82.449749,False,0,1205.0
BHEERPUR,BEP,Uttar Pradesh,,25.265024,81.98924,False,0,1205.0
BELUR,BEQ,West Bengal,,22.63591201,88.33950084,False,0,713.0
BEAWAR,BER,Rajasthan,NWR,26.1089078,74.3149711,True,42,645.0
BERO,BERO,West Bengal,SER,23.548271,86.72660900000001,False,0,713.0
BARETH,BET,Madhya Pradesh,,23.91494729,77.99967978000001,True,4,614.0
Bhetasi,BETI,Gujarat,WR,22.421624,73.03223700000001,False,0,633.0
Bisheshwarganj,BEU,Uttar Pradesh,NER,27.341282,81.833817,False,0,1205.0
BETAVAD,BEW,Maharashtra,,21.149244,74.886199,True,4,754.0
B CEMENT NAGAR,BEY,Andhra Pradesh,,15.48632233,78.19541209,True,8,574.0
Bagetar,BF,Assam,NFR,,,False,0,278.0
BORHAT,BFD,Assam,NFR,27.164263,95.277512,True,4,278.0
BAHAWAL BASI,BFE,Punjab,NR,30.147265,74.279311,False,1,297.0
Barabhati,BFF,Maharashtra,,20.862984,80.06084100000001,False,0,754.0
Bagthar,BFG,Uttar Pradesh,NCR,26.79623183,77.52218902999999,False,0,1205.0
Bhoras Budrukh,BFJ,Maharashtra,CR,20.538301,75.01429200000001,True,2,754.0
BHALUI,BFM,Bihar,,25.0732160325,86.172874585,True,10,711.0
